	date	message_from_name	email_mentioned_person	email_from_party
385	2015-03-14	Jenni Byrne, National Campaign Manager	Jenni Byrne	Conservative Party
386	2015-03-20	Fred DeLorey, CPC	Mike	Conservative Party
387	2015-03-20	Fred DeLorey, CPC	Stephen Harper	Conservative Party
388	2015-03-20	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
389	2015-03-20	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
390	2015-03-20	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
391	2015-03-20	Fred DeLorey, CPC	Trudeau	Conservative Party
392	2015-03-20	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
393	2015-03-20	Fred DeLorey, CPC	Fred DeLorey	Conservative Party
394	2015-03-21	Joy Smith, MP	Mike	Conservative Party
395	2015-03-21	Joy Smith, MP	Peter MacKay	Conservative Party
396	2015-03-21	Joy Smith, MP	Joy Smith	Conservative Party
397	2015-03-21	Joy Smith, MP	Kildonan	Conservative Party
398	2015-03-22	Dustin van Vugt, CPC	Mike	Conservative Party
399	2015-03-22	Dustin van Vugt, CPC	Mike	Conservative Party
400	2015-03-22	Dustin van Vugt, CPC	Trudeau	Conservative Party
401	2015-03-22	Dustin van Vugt, CPC	Dustin van Vugt	Conservative Party
402	2015-03-23	Fred DeLorey, CPC	Mike	Conservative Party
403	2015-03-23	Fred DeLorey, CPC	Fred DeLorey	Conservative Party
404	2015-03-24	Fred DeLorey, CPC	Mike	Conservative Party
405	2015-03-25	Jenni Byrne, CPC	Mike	Conservative Party
406	2015-03-25	Jenni Byrne, CPC	Fred DeLorey	Conservative Party
407	2015-03-25	Jenni Byrne, CPC	PM Harper	Conservative Party
408	2015-03-25	Jenni Byrne, CPC	Jenni Byrne	Conservative Party
409	2015-03-26	Cory Hann, CPC	Mike	Conservative Party
410	2015-03-26	Cory Hann, CPC	Harper	Conservative Party
411	2015-03-26	Cory Hann, CPC	Justin Trudeau	Conservative Party
412	2015-03-26	Cory Hann, CPC	Thomas Mulcair	Conservative Party
413	2015-03-26	Cory Hann, CPC	Harper	Conservative Party
414	2015-03-26	Cory Hann, CPC	Cory Hann	Conservative Party
415	2015-03-27	Simon Thompson, CPC	Mike	Conservative Party
416	2015-03-27	Simon Thompson, CPC	Simon Thompson	Conservative Party
417	2015-03-29	Cory Hann, CPC	Mike	Conservative Party
418	2015-03-29	Cory Hann, CPC	Cory Hann	Conservative Party
419	2015-03-30	Fred DeLorey, CPC	Mike	Conservative Party
420	2015-03-30	Fred DeLorey, CPC	Harper	Conservative Party
421	2015-03-30	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
422	2015-03-30	Fred DeLorey, CPC	Fred DeLorey	Conservative Party
423	2015-03-31	Jaime Girard, CPC	Mike	Conservative Party
424	2015-03-31	Jaime Girard, CPC	Irving Gerstein	Conservative Party
425	2015-03-31	Jaime Girard, CPC	Jaime Girard	Conservative Party
426	2015-03-31	Irving Gerstein, CFC	Mike	Conservative Party
427	2015-04-01	Jaime Girard, CPC	Mike	Conservative Party
428	2015-04-01	Jaime Girard, CPC	Jaime Girard	Conservative Party
429	2015-04-01	Dustin van Vugt, CPC	Mike	Conservative Party
430	2015-04-03	Jaime Girard	Mike	Conservative Party
431	2015-04-03	Jaime Girard	Jaime Girard	Conservative Party
432	2015-04-05	Greg Rickford, MP	Mike	Conservative Party
433	2015-04-05	Greg Rickford, MP	Justin Trudeau's	Conservative Party
434	2015-04-05	Greg Rickford, MP	Justin Trudeau	Conservative Party
435	2015-04-05	Greg Rickford, MP	Justin Trudeau's	Conservative Party
436	2015-04-05	Greg Rickford, MP	Justin Trudeau	Conservative Party
437	2015-04-05	Greg Rickford, MP	Harper	Conservative Party
438	2015-04-05	Greg Rickford, MP	Greg Rickford	Conservative Party
439	2015-04-05	Greg Rickford, MP	Kenora	Conservative Party
440	2015-04-14	Joyce Bateman, MP	Mike	Conservative Party
441	2015-04-14	Joyce Bateman, MP	Justin Trudeau	Conservative Party
442	2015-04-14	Joyce Bateman, MP	Justin	Conservative Party
443	2015-04-14	Joyce Bateman, MP	Justin Trudeau's	Conservative Party
444	2015-04-14	Joyce Bateman, MP	Justin Trudeau's	Conservative Party
445	2015-04-14	Joyce Bateman, MP	Joyce Bateman	Conservative Party
446	2015-04-15	Parm Gill, MP	Mike	Conservative Party
447	2015-04-15	Parm Gill, MP	Ed Fast	Conservative Party
448	2015-04-15	Parm Gill, MP	Parm Gill	Conservative Party
449	2015-04-15	Parm Gill, MP	Brampton	Conservative Party
450	2015-04-17	Denis Lebel, MP	Mike	Conservative Party
451	2015-04-17	Denis Lebel, MP	Justin Trudeau's	Conservative Party
452	2015-04-17	Denis Lebel, MP	Denis Lebel	Conservative Party
453	2015-04-17	Denis Lebel, MP	Roberval	Conservative Party
454	2015-04-17	Denis Lebel, MP	Lac-Saint-Jean	Conservative Party
455	2015-04-18	Kevin Sorenson, MP	Mike	Conservative Party
456	2015-04-18	Kevin Sorenson, MP	Pierre Trudeau	Conservative Party
457	2015-04-18	Kevin Sorenson, MP	Kevin Sorenson	Conservative Party
458	2015-04-18	Kevin Sorenson, MP	Crowfoot	Conservative Party
459	2015-04-20	Paul Calandra, MP	Mike	Conservative Party
460	2015-04-20	Paul Calandra, MP	Stephen Harper	Conservative Party
461	2015-04-20	Paul Calandra, MP	Harper	Conservative Party
462	2015-04-20	Paul Calandra, MP	Justin Trudeau's	Conservative Party
463	2015-04-20	Paul Calandra, MP	Paul Calandra	Conservative Party
464	2015-04-20	Paul Calandra, MP	Oak Ridges	Conservative Party
465	2015-04-20	Paul Calandra, MP	Markham	Conservative Party
466	2015-04-21	Minister Joe Oliver	Mike	Conservative Party
467	2015-04-21	Minister Joe Oliver	Harper	Conservative Party
468	2015-04-21	Minister Joe Oliver	Joe Oliver	Conservative Party
469	2015-04-21	Minister Joe Oliver	Justin Trudeau	Conservative Party
470	2015-04-22	Minister Joe Oliver	Mike	Conservative Party
471	2015-04-22	Minister Joe Oliver	Justin Trudeau	Conservative Party
472	2015-04-22	Minister Joe Oliver	Mike	Conservative Party
473	2015-04-22	Minister Joe Oliver	Justin Trudeau's	Conservative Party
474	2015-04-22	Minister Joe Oliver	Joe Oliver	Conservative Party
475	2015-04-23	Fred DeLorey, CPC	Mike	Conservative Party
476	2015-04-23	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
477	2015-04-23	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
478	2015-04-23	Fred DeLorey, CPC	Justin	Conservative Party
479	2015-04-23	Fred DeLorey, CPC	Fred DeLorey	Conservative Party
480	2015-04-28	Jaime Girard, CPC	Mike	Conservative Party
481	2015-04-28	Jaime Girard, CPC	Jaime Girard	Conservative Party
482	2015-04-29	Dustin van Vugt, CPC	Mike	Conservative Party
483	2015-04-29	Dustin van Vugt, CPC	Dustin van Vugt	Conservative Party
484	2015-04-30	Laureen Harper	Mike	Conservative Party
485	2015-04-30	Laureen Harper	Laureen Harper	Conservative Party
486	2015-05-05	David Anderson, MP	Mike	Conservative Party
487	2015-05-05	David Anderson, MP	Harper	Conservative Party
488	2015-05-05	David Anderson, MP	David Anderson	Conservative Party
489	2015-05-09	Pierre Poilievre, MP	Mike	Conservative Party
490	2015-05-09	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
491	2015-05-09	Pierre Poilievre, MP	Jack Mintz	Conservative Party
492	2015-05-09	Pierre Poilievre, MP	Justin Trudeau's	Conservative Party
493	2015-05-09	Pierre Poilievre, MP	Trudeau	Conservative Party
494	2015-05-09	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
495	2015-05-09	Pierre Poilievre, MP	Justin	Conservative Party
496	2015-05-09	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
497	2015-05-09	Pierre Poilievre, MP	Trudeau	Conservative Party
498	2015-05-09	Pierre Poilievre, MP	Pierre Poilievre	Conservative Party
499	2015-05-09	Pierre Poilievre, MP	Jack Mintz	Conservative Party
500	2015-05-11	Stella Ambler, MP	Mike	Conservative Party
501	2015-05-11	Stella Ambler, MP	Joyce Bateman	Conservative Party
502	2015-05-11	Stella Ambler, MP	Justin Trudeau's	Conservative Party
503	2015-05-11	Stella Ambler, MP	Carolyn Bennett	Conservative Party
504	2015-05-11	Stella Ambler, MP	Justin Trudeau	Conservative Party
505	2015-05-11	Stella Ambler, MP	Stella Ambler	Conservative Party
506	2015-05-11	Stella Ambler, MP	Mississauga South	Conservative Party
507	2015-05-11	Stella Ambler, MP	Carolyn Bennett	Conservative Party
508	2015-05-12	James Bezan, MP	Mike	Conservative Party
509	2015-05-12	James Bezan, MP	James Bezan	Conservative Party
510	2015-05-12	James Bezan, MP	Selkirk-Interlake	Conservative Party
511	2015-05-13	Bernard Trottier, MP	Mike	Conservative Party
512	2015-05-13	Bernard Trottier, MP	Justin Trudeau	Conservative Party
513	2015-05-13	Bernard Trottier, MP	JUSTIN	Conservative Party
514	2015-05-13	Bernard Trottier, MP	Justin Trudeau	Conservative Party
515	2015-05-13	Bernard Trottier, MP	Harper	Conservative Party
516	2015-05-13	Bernard Trottier, MP	Justin Trudeau	Conservative Party
517	2015-05-13	Bernard Trottier, MP	Bernard Trottier	Conservative Party
518	2015-05-13	Bernard Trottier, MP	Etobicoke — Lakeshore	Conservative Party
519	2015-05-15	Dustin van Vugt, Executive Director	Mike	Conservative Party
520	2015-05-15	Dustin van Vugt, Executive Director	Dustin van Vugt	Conservative Party
521	2015-05-16	Simon Thompson, CPC	Mike	Conservative Party
522	2015-05-16	Simon Thompson, CPC	Stephen Harper	Conservative Party
523	2015-05-16	Simon Thompson, CPC	Harper	Conservative Party
524	2015-05-16	Simon Thompson, CPC	Simon Thompson	Conservative Party
525	2015-05-19	Joe Daniel, MP	Mike	Conservative Party
526	2015-05-19	Joe Daniel, MP	Mike	Conservative Party
527	2015-05-19	Joe Daniel, MP	Stephen Harper's	Conservative Party
528	2015-05-19	Joe Daniel, MP	Justin Trudeau's	Conservative Party
529	2015-05-19	Joe Daniel, MP	Justin Trudeau's	Conservative Party
530	2015-05-19	Joe Daniel, MP	Joe Daniel	Conservative Party
531	2015-05-19	Joe Daniel, MP	Don Valley East	Conservative Party
532	2015-05-21	Fred DeLorey, CPC	Mike	Conservative Party
533	2015-05-21	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
534	2015-05-21	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
535	2015-05-21	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
536	2015-05-21	Fred DeLorey, CPC	Justin Trudeau	Conservative Party
537	2015-05-21	Fred DeLorey, CPC	Fred DeLorey	Conservative Party
538	2015-05-23	Dustin van Vugt, CPC	Mike	Conservative Party
539	2015-05-23	Dustin van Vugt, CPC	Justin Trudeau	Conservative Party
540	2015-05-23	Dustin van Vugt, CPC	Justin Trudeau	Conservative Party
541	2015-05-23	Dustin van Vugt, CPC	Justin Trudeau	Conservative Party
542	2015-05-23	Dustin van Vugt, CPC	Stephen Harper's	Conservative Party
543	2015-05-23	Dustin van Vugt, CPC	Stephen Harper's	Conservative Party
544	2015-05-23	Dustin van Vugt, CPC	Dustin van Vugt	Conservative Party
545	2015-05-28	Fred	Mike	Conservative Party
546	2015-05-28	Fred	Stephen Harper	Conservative Party
547	2015-05-28	Fred	Justin Trudeau	Conservative Party
548	2015-05-28	Fred	Mike	Conservative Party
549	2015-05-28	Fred	Fred DeLorey	Conservative Party
550	2015-06-03	George Habchi, Election Readiness	Mike	Conservative Party
551	2015-06-03	George Habchi, Election Readiness	Harper	Conservative Party
552	2015-06-03	George Habchi, Election Readiness	Harper	Conservative Party
553	2015-06-03	George Habchi, Election Readiness	George Habchi	Conservative Party
554	2015-06-06	Jaime Girard, CPC	Mike	Conservative Party
555	2015-06-06	Jaime Girard, CPC	Jaime Girard	Conservative Party
556	2015-06-10	Jaime	Mike	Conservative Party
557	2015-06-10	Jaime	Jaime Girard	Conservative Party
558	2015-06-11	Jaime Girard	Mike	Conservative Party
559	2015-06-11	Jaime Girard	Harper	Conservative Party
560	2015-06-11	Jaime Girard	Jaime Girard	Conservative Party
561	2015-06-14	Jenni Byrne, National Campaign Director	Mike	Conservative Party
562	2015-06-14	Jenni Byrne, National Campaign Director	Mike	Conservative Party
563	2015-06-14	Jenni Byrne, National Campaign Director	Jenni Byrne	Conservative Party
564	2015-06-16	Jaime Girard	Mike	Conservative Party
565	2015-06-16	Jaime Girard	Jaime Girard	Conservative Party
566	2015-06-16	Emrys Graefe	Mike	Conservative Party
567	2015-06-16	Emrys Graefe	Day	Conservative Party
568	2015-06-16	Emrys Graefe	Emrys Graefe	Conservative Party
569	2015-06-19	Dustin	Mike	Conservative Party
570	2015-06-19	Dustin	Harper	Conservative Party
571	2015-06-19	Dustin	a Justin Trudeau	Conservative Party
572	2015-06-19	Dustin	Thomas Mulcair	Conservative Party
573	2015-06-19	Dustin	Dustin van Vugt	Conservative Party
574	2015-06-21	Tim Uppal, MP	Mike	Conservative Party
575	2015-06-21	Tim Uppal, MP	Justin Trudeau	Conservative Party
576	2015-06-21	Tim Uppal, MP	Harper	Conservative Party
577	2015-06-21	Tim Uppal, MP	Harper	Conservative Party
578	2015-06-21	Tim Uppal, MP	Tim Uppal	Conservative Party
579	2015-06-21	Tim Uppal, MP	Edmonton-Sherwood Park	Conservative Party
580	2015-06-25	Peter Van Loan, MP	Mike	Conservative Party
581	2015-06-25	Peter Van Loan, MP	Stephen Harper	Conservative Party
582	2015-06-25	Peter Van Loan, MP	Harper	Conservative Party
583	2015-06-25	Peter Van Loan, MP	Justin Trudeau	Conservative Party
584	2015-06-25	Peter Van Loan, MP	Thomas Mulcair	Conservative Party
585	2015-06-25	Peter Van Loan, MP	Peter Van Loan	Conservative Party
586	2015-06-25	Peter Van Loan, MP	York	Conservative Party
587	2015-06-27	Cory Hann	Mike	Conservative Party
588	2015-06-27	Cory Hann	Justin Trudeau	Conservative Party
589	2015-06-27	Cory Hann	Trudeau	Conservative Party
590	2015-06-27	Cory Hann	Harper	Conservative Party
591	2015-06-27	Cory Hann	Justin Trudeau	Conservative Party
592	2015-06-27	Cory Hann	Justin Trudeau	Conservative Party
593	2015-06-27	Cory Hann	Justin Trudeau	Conservative Party
594	2015-06-27	Cory Hann	Cory Hann	Conservative Party
595	2015-06-29	Dustin van Vugt	Mike	Conservative Party
596	2015-06-29	Dustin van Vugt	Dustin van Vugt	Conservative Party
597	2015-06-29	From the Desk of John Walsh	Mike	Conservative Party
598	2015-06-29	From the Desk of John Walsh	John Walsh	Conservative Party
599	2015-06-30	Jaime Girard (HQ)	Mike	Conservative Party
600	2015-06-30	Jaime Girard (HQ)	Irving Gerstein	Conservative Party
601	2015-06-30	Jaime Girard (HQ)	Jaime Girard	Conservative Party
602	2015-06-30	Jaime Girard (HQ)	Gerstein	Conservative Party
603	2015-06-30	Jaime Girard (HQ)	Irving	Conservative Party
604	2015-06-30	Jaime Girard (HQ)	Girard	Conservative Party
605	2015-06-30	Jaime Girard (HQ)	Jaime	Conservative Party
606	2015-06-30	Jaime Girard (HQ)	Jaime	Conservative Party
607	2015-07-01	Jaime Girard	Mike	Conservative Party
608	2015-07-01	Jaime Girard	Jaime Girard	Conservative Party
609	2015-07-02	Dustin van Vugt	Mike	Conservative Party
610	2015-07-02	Dustin van Vugt	Justin Trudeau	Conservative Party
611	2015-07-02	Dustin van Vugt	Dustin van Vugt	Conservative Party
612	2015-07-07	Lawrence Toet, MP	Mike	Conservative Party
613	2015-07-07	Lawrence Toet, MP	Niki Ashton	Conservative Party
614	2015-07-07	Lawrence Toet, MP	Ashton	Conservative Party
615	2015-07-07	Lawrence Toet, MP	Harper	Conservative Party
616	2015-07-07	Lawrence Toet, MP	Thomas Mulcair	Conservative Party
617	2015-07-07	Lawrence Toet, MP	Harper	Conservative Party
618	2015-07-07	Lawrence Toet, MP	Thomas Mulcair	Conservative Party
619	2015-07-07	Lawrence Toet, MP	Thomas Mulcair	Conservative Party
620	2015-07-07	Lawrence Toet, MP	Harper	Conservative Party
621	2015-07-07	Lawrence Toet, MP	Lawrence Toet	Conservative Party
622	2015-07-08	Joan Crockatt, MP	Mike	Conservative Party
623	2015-07-08	Joan Crockatt, MP	Joan	Conservative Party
624	2015-07-08	Joan Crockatt, MP	Joan Crockatt	Conservative Party
625	2015-07-10	Jaime Girard	Mike	Conservative Party
626	2015-07-10	Jaime Girard	Harper	Conservative Party
627	2015-07-10	Jaime Girard	Jaime Girard	Conservative Party
628	2015-07-11	Conservative Party of Canada	Stephen Harper	Conservative Party
629	2015-07-11	Conservative Party of Canada	Thomas Mulcair	Conservative Party
630	2015-07-11	Conservative Party of Canada	Justin Trudeau	Conservative Party
631	2015-07-12	Jaime Girard	Mike	Conservative Party
632	2015-07-12	Jaime Girard	Jaime Girard	Conservative Party
633	2015-07-13	I.R.G.	Mike	Conservative Party
634	2015-07-13	I.R.G.	Jaime	Conservative Party
635	2015-07-13	I.R.G.	Irving Gerstein	Conservative Party
636	2015-07-14	Jaime Girard	Mike	Conservative Party
637	2015-07-14	Jaime Girard	Jaime Girard	Conservative Party
638	2015-07-17	John Duncan, MP	Mike	Conservative Party
639	2015-07-17	John Duncan, MP	Harper	Conservative Party
640	2015-07-17	John Duncan, MP	Justin Trudeau	Conservative Party
641	2015-07-17	John Duncan, MP	Justin Trudeau	Conservative Party
642	2015-07-17	John Duncan, MP	Justin Trudeau	Conservative Party
643	2015-07-17	John Duncan, MP	Justin Trudeau	Conservative Party
644	2015-07-17	John Duncan, MP	Stephen Harper	Conservative Party
645	2015-07-17	John Duncan, MP	John Duncan	Conservative Party
646	2015-07-17	John Duncan, MP	Justin Trudeau	Conservative Party
647	2015-07-18	Dustin van Vugt	Mike	Conservative Party
648	2015-07-18	Dustin van Vugt	Harper	Conservative Party
649	2015-07-18	Dustin van Vugt	Dustin van Vugt	Conservative Party
650	2015-07-20	Conservative Party of Canada	Mike	Conservative Party
651	2015-07-20	Conservative Party of Canada	Day	Conservative Party
652	2015-07-20	Conservative Party of Canada	Justin Trudeau's	Conservative Party
653	2015-07-20	Conservative Party of Canada	Thomas Mulcair's	Conservative Party
654	2015-07-20	Conservative Party of Canada	Harper	Conservative Party
655	2015-07-21	Pierre Poilievre, MP	Mike	Conservative Party
656	2015-07-21	Pierre Poilievre, MP	Harper	Conservative Party
657	2015-07-21	Pierre Poilievre, MP	Harper	Conservative Party
658	2015-07-21	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
659	2015-07-21	Pierre Poilievre, MP	Thomas Mulcair	Conservative Party
660	2015-07-21	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
661	2015-07-21	Pierre Poilievre, MP	Thomas Mulcair	Conservative Party
662	2015-07-21	Pierre Poilievre, MP	Harper	Conservative Party
663	2015-07-21	Pierre Poilievre, MP	Pierre Poilievre	Conservative Party
664	2015-07-21	Pierre Poilievre, MP	Nepean-Carleton	Conservative Party
665	2015-07-22	Dustin van Vugt, Executive Director	Mike	Conservative Party
666	2015-07-22	Dustin van Vugt, Executive Director	Harper	Conservative Party
667	2015-07-22	Dustin van Vugt, Executive Director	Dustin van Vugt	Conservative Party
668	2015-07-23	Kory Teneycke	Mike	Conservative Party
669	2015-07-23	Kory Teneycke	Harper	Conservative Party
670	2015-07-23	Kory Teneycke	Justin Trudeau	Conservative Party
671	2015-07-23	Kory Teneycke	Thomas Mulcair	Conservative Party
672	2015-07-23	Kory Teneycke	Kory Teneycke	Conservative Party
673	2015-07-24	Jaime Girard, Conservative Party of Canada	Mike	Conservative Party
674	2015-07-24	Jaime Girard, Conservative Party of Canada	Day	Conservative Party
675	2015-07-24	Jaime Girard, Conservative Party of Canada	Jaime Girard	Conservative Party
676	2015-07-26	John Duncan, MP	Mike	Conservative Party
677	2015-07-26	John Duncan, MP	Harper	Conservative Party
